Date,Field,Location,Jobs_Predicted,Average_Salary_Predicted
2025-06-02,Web and App Developer,Bangalore,8.952500926494968,1334609.5733202253
2025-06-03,Web and App Developer,Bangalore,9.19918375246797,1309501.4504575331
2025-06-04,Web and App Developer,Bangalore,8.925018117652042,1337709.8767737886
2025-06-05,Web and App Developer,Bangalore,8.719385382161704,1318440.0980114993
2025-06-06,Web and App Developer,Bangalore,9.007187633585302,1320832.7152539087
2025-06-07,Web and App Developer,Bangalore,8.883793986633775,1325472.7537974953
2025-06-08,Web and App Developer,Bangalore,8.7692929961373,1325266.1300418512
2025-06-09,Web and App Developer,Bangalore,8.961148712474143,1334742.4692566171
2025-06-10,Web and App Developer,Bangalore,9.207831538447248,1309634.3463939677
2025-06-11,Web and App Developer,Bangalore,8.933665903630924,1337842.7727102148
2025-06-12,Web and App Developer,Bangalore,8.728033168141026,1318572.9939478755
2025-06-13,Web and App Developer,Bangalore,9.015835419564544,1320965.6111903181
2025-06-14,Web and App Developer,Bangalore,8.89244177261274,1325605.6497340305
2025-06-15,Web and App Developer,Bangalore,8.777940782116358,1325399.0259782635
2025-06-16,Web and App Developer,Bangalore,8.969796498452258,1334875.365193127
2025-06-17,Web and App Developer,Bangalore,9.216479324426526,1309767.2423304028
2025-06-18,Web and App Developer,Bangalore,8.942313689609522,1337975.668646672
2025-06-19,Web and App Developer,Bangalore,8.736680954120143,1318705.8898843117
2025-05-21,Data Scientist,Ahmedabad,13.165882343452969,1327323.140289198
2025-05-22,Data Scientist,Ahmedabad,14.011635866208783,1338595.1415362721
2025-05-23,Data Scientist,Ahmedabad,14.02304719437492,1335119.8786838944
2025-05-24,Data Scientist,Ahmedabad,13.323191868085765,1322587.7269125755
2025-05-25,Data Scientist,Ahmedabad,13.103573144691579,1332418.0350203295
2025-05-26,Data Scientist,Ahmedabad,13.060224514219522,1316288.7424229807
2025-05-27,Data Scientist,Ahmedabad,13.76918581970484,1338993.0451402673
2025-05-28,Data Scientist,Ahmedabad,13.15137481208504,1327559.6515978721
2025-05-29,Data Scientist,Ahmedabad,13.997128334842216,1338831.6528449834
2025-05-30,Data Scientist,Ahmedabad,14.008539663010023,1335356.389992654
2025-05-31,Data Scientist,Ahmedabad,13.308684336716473,1322824.2382212183
2025-06-01,Data Scientist,Ahmedabad,13.089065613322195,1332654.5463289623
2025-06-02,Data Scientist,Ahmedabad,13.045716982850609,1316525.2537316373
2025-06-03,Data Scientist,Ahmedabad,13.754678288336489,1339229.5564488997
2025-06-04,Data Scientist,Ahmedabad,13.136867280716604,1327796.1629065333
2025-06-05,Data Scientist,Ahmedabad,13.982620803474054,1339068.1641536287
2025-06-06,Data Scientist,Ahmedabad,13.994032131640074,1335592.901301258
2025-06-07,Data Scientist,Ahmedabad,13.294176805349135,1323060.7495299184
2025-06-08,Data Scientist,Ahmedabad,13.074558081954367,1332891.0576376296
2025-06-09,Data Scientist,Ahmedabad,13.031209451483377,1316761.765040304
2025-06-10,Data Scientist,Ahmedabad,13.74017075696821,1339466.0677575828
2025-06-11,Data Scientist,Ahmedabad,13.122359749348677,1328032.6742152073
2025-06-12,Data Scientist,Ahmedabad,13.968113272107487,1339304.6754623405
2025-06-13,Data Scientist,Ahmedabad,13.979524600272095,1335829.4126099304
2025-06-14,Data Scientist,Ahmedabad,13.279669273977888,1323297.2608385042
2025-06-15,Data Scientist,Ahmedabad,13.060050550586304,1333127.5689463012
2025-06-16,Data Scientist,Ahmedabad,13.016701920112565,1316998.276348946
2025-06-17,Data Scientist,Ahmedabad,13.725663225599927,1339702.5790662658
2025-06-18,Data Scientist,Ahmedabad,13.107852217979847,1328269.1855238306
2025-06-19,Data Scientist,Ahmedabad,13.953605740739324,1339541.1867709858
2025-05-21,Cloud Engineer,Kolkata,3.666646025751127,1265773.5833142956
2025-05-22,Cloud Engineer,Kolkata,3.422670932584816,1287412.2222684924
2025-05-23,Cloud Engineer,Kolkata,3.4571543527830433,1287845.8834778066
2025-05-24,Cloud Engineer,Kolkata,3.246826928159542,1310010.5911231856
2025-05-25,Cloud Engineer,Kolkata,3.8822084791488303,1334171.7729224367
2025-05-26,Cloud Engineer,Kolkata,3.536458894221122,1344087.6122870613
2025-05-27,Cloud Engineer,Kolkata,3.483282566053717,1315163.5438429476
2025-05-28,Cloud Engineer,Kolkata,3.668795601055448,1265754.1873042258
2025-05-29,Cloud Engineer,Kolkata,3.424820507889261,1287392.8262584566
2025-05-30,Cloud Engineer,Kolkata,3.4593039280879165,1287826.4874677598
2025-05-31,Cloud Engineer,Kolkata,3.2489765034637834,1309991.195113133
2025-06-01,Cloud Engineer,Kolkata,3.8843580544534215,1334152.376912359
2025-06-02,Cloud Engineer,Kolkata,3.53860846952624,1344068.2162769285
2025-06-03,Cloud Engineer,Kolkata,3.4854321413560876,1315144.147832904
2025-06-04,Cloud Engineer,Kolkata,3.670945176359199,1265734.7912942125
2025-06-05,Cloud Engineer,Kolkata,3.426970083192811,1287373.430248412
2025-06-06,Cloud Engineer,Kolkata,3.461453503391451,1287807.091457686
2025-06-07,Cloud Engineer,Kolkata,3.2511260787678493,1309971.7991031304
2025-06-08,Cloud Engineer,Kolkata,3.886507629757297,1334132.9809023393
2025-06-09,Cloud Engineer,Kolkata,3.5407580448291305,1344048.8202669038
2025-06-10,Cloud Engineer,Kolkata,3.487581716661039,1315124.7518227808
2025-06-11,Cloud Engineer,Kolkata,3.673094751663519,1265715.3952841423
2025-06-12,Cloud Engineer,Kolkata,3.429119658497256,1287354.0342383762
2025-06-13,Cloud Engineer,Kolkata,3.463603078695385,1287787.6954476445
2025-06-14,Cloud Engineer,Kolkata,3.2532756540722665,1309952.4030930279
2025-06-15,Cloud Engineer,Kolkata,3.888657205060636,1334113.584892194
2025-06-16,Cloud Engineer,Kolkata,3.542907620135296,1344029.4242568298
2025-06-17,Cloud Engineer,Kolkata,3.489731291965991,1315105.3558126583
2025-06-18,Cloud Engineer,Kolkata,3.6752443269666264,1265695.99927409
2025-06-19,Cloud Engineer,Kolkata,3.4312692338008057,1287334.6382283317
2025-05-21,Data Scientist,Bangalore,14.568968774142858,1365216.7363534768
2025-05-22,Data Scientist,Bangalore,13.82908138180858,1365436.1012336018
2025-05-23,Data Scientist,Bangalore,14.157980726558131,1364855.3799382648
2025-05-24,Data Scientist,Bangalore,14.158024727866588,1361513.7374379423
2025-05-25,Data Scientist,Bangalore,13.590823735225793,1374130.9186426613
2025-05-26,Data Scientist,Bangalore,14.262280732129861,1361380.10805263
2025-05-27,Data Scientist,Bangalore,13.796437693644592,1355357.0953580607
2025-05-28,Data Scientist,Bangalore,14.5638129835067,1365785.5986995597
2025-05-29,Data Scientist,Bangalore,13.823925591170987,1366004.9635796805
2025-05-30,Data Scientist,Bangalore,14.152824935918684,1365424.2422843557
2025-05-31,Data Scientist,Bangalore,14.152868937231357,1362082.5997840206
2025-06-01,Data Scientist,Bangalore,13.58566794459162,1374699.780988743
2025-06-02,Data Scientist,Bangalore,14.257124941495706,1361948.9703987173
2025-06-03,Data Scientist,Bangalore,13.791281903009146,1355925.957704102
2025-06-04,Data Scientist,Bangalore,14.558657192871136,1366354.4610455981
2025-06-05,Data Scientist,Bangalore,13.818769800535707,1366573.8259257444
2025-06-06,Data Scientist,Bangalore,14.147669145285173,1365993.1046304184
2025-06-07,Data Scientist,Bangalore,14.14771314659335,1362651.462130093
2025-06-08,Data Scientist,Bangalore,13.580512153955267,1375268.643334809
2025-06-09,Data Scientist,Bangalore,14.251969150859264,1362517.8327447604
2025-06-10,Data Scientist,Bangalore,13.786126112373477,1356494.820050192
2025-06-11,Data Scientist,Bangalore,14.553501402234973,1366923.3233916813
2025-06-12,Data Scientist,Bangalore,13.813614009898114,1367142.688271823
2025-06-13,Data Scientist,Bangalore,14.142513354648834,1366561.9669764864
2025-06-14,Data Scientist,Bangalore,14.142557355960891,1363220.3244761769
2025-06-15,Data Scientist,Bangalore,13.575356363319525,1375837.505680877
2025-06-16,Data Scientist,Bangalore,14.246813360224087,1363086.6950909018
2025-06-17,Data Scientist,Bangalore,13.780970321737804,1357063.6823962822
2025-06-18,Data Scientist,Bangalore,14.548345611600162,1367492.1857377426
2025-06-19,Data Scientist,Bangalore,13.808458219262832,1367711.550617887
2025-05-21,Data Scientist,Kolkata,13.861798196815766,1347616.4259425951
2025-05-22,Data Scientist,Kolkata,13.587816488837639,1347128.770591994
2025-05-23,Data Scientist,Kolkata,14.176902263621638,1331949.9224705491
2025-05-24,Data Scientist,Kolkata,14.464599394474014,1342249.742357719
2025-05-25,Data Scientist,Kolkata,13.955043834444291,1341171.3163366541
2025-05-26,Data Scientist,Kolkata,13.489266130554178,1331388.4692070584
2025-05-27,Data Scientist,Kolkata,14.078350283081488,1337496.3424426657
2025-05-28,Data Scientist,Kolkata,13.859165925796004,1347815.2191957277
2025-05-29,Data Scientist,Kolkata,13.585184217818641,1347327.5638451122
2025-05-30,Data Scientist,Kolkata,14.174269992600175,1332148.7157236931
2025-05-31,Data Scientist,Kolkata,14.46196712345423,1342448.5356108532
2025-06-01,Data Scientist,Kolkata,13.952411563424066,1341370.109589765
2025-06-02,Data Scientist,Kolkata,13.486633859534946,1331587.2624601605
2025-06-03,Data Scientist,Kolkata,14.07571801206177,1337695.135695826
2025-06-04,Data Scientist,Kolkata,13.856533654778163,1348014.012448834
2025-06-05,Data Scientist,Kolkata,13.582551946799043,1347526.3570982332
2025-06-06,Data Scientist,Kolkata,14.17163772158079,1332347.5089768174
2025-06-07,Data Scientist,Kolkata,14.459334852434845,1342647.3288640003
2025-06-08,Data Scientist,Kolkata,13.94977929240401,1341568.9028428935
2025-06-09,Data Scientist,Kolkata,13.484001588515513,1331786.0557133001
2025-06-10,Data Scientist,Kolkata,14.073085741042751,1337893.928948955
2025-06-11,Data Scientist,Kolkata,13.8539013837584,1348212.8057019666
2025-06-12,Data Scientist,Kolkata,13.579919675780047,1347725.1503513516
2025-06-13,Data Scientist,Kolkata,14.169005450561967,1332546.3022299476
2025-06-14,Data Scientist,Kolkata,14.456702581414653,1342846.1221171208
2025-06-15,Data Scientist,Kolkata,13.94714702138705,1341767.6960960536
2025-06-16,Data Scientist,Kolkata,13.481369317495304,1331984.8489664304
2025-06-17,Data Scientist,Kolkata,14.070453470023734,1338092.7222020838
2025-06-18,Data Scientist,Kolkata,13.85126911273811,1348411.5989551095
2025-06-19,Data Scientist,Kolkata,13.577287404760447,1347923.943604472
2025-05-21,Data Scientist,Chennai,14.343374151246847,1302967.2631508699
2025-05-22,Data Scientist,Chennai,14.848907658387942,1297807.1524482956
2025-05-23,Data Scientist,Chennai,15.026575929568184,1278570.4906033499
2025-05-24,Data Scientist,Chennai,15.88729784573779,1303737.4388456664
2025-05-25,Data Scientist,Chennai,15.461445421181178,1317714.996322624
2025-05-26,Data Scientist,Chennai,14.655516994468991,1310477.027969144
2025-05-27,Data Scientist,Chennai,14.600947385038825,1315420.1456057713
2025-05-28,Data Scientist,Chennai,14.3551225497014,1302657.059257971
2025-05-29,Data Scientist,Chennai,14.860656056842878,1297496.9485554001
2025-05-30,Data Scientist,Chennai,15.038324328021282,1278260.2867104746
2025-05-31,Data Scientist,Chennai,15.899046244192297,1303427.2349527844
2025-06-01,Data Scientist,Chennai,15.473193819634153,1317404.7924297028
2025-06-02,Data Scientist,Chennai,14.667265392921495,1310166.824076201
2025-06-03,Data Scientist,Chennai,14.61269578349472,1315109.9417129129
2025-06-04,Data Scientist,Chennai,14.366870948155688,1302346.8553651094
2025-06-05,Data Scientist,Chennai,14.872404455297666,1297186.7446624925
2025-06-06,Data Scientist,Chennai,15.050072726475857,1277950.0828175663
2025-06-07,Data Scientist,Chennai,15.910794642648018,1303117.031059943
2025-06-08,Data Scientist,Chennai,15.484942218088555,1317094.5885368253
2025-06-09,Data Scientist,Chennai,14.679013791376727,1309856.620183335
2025-06-10,Data Scientist,Chennai,14.624444181948558,1314799.7378200039
2025-06-11,Data Scientist,Chennai,14.378619346610245,1302036.6514722102
2025-06-12,Data Scientist,Chennai,14.884152853752607,1296876.5407695968
2025-06-13,Data Scientist,Chennai,15.061821124931194,1277639.878924687
2025-06-14,Data Scientist,Chennai,15.92254304110131,1302806.8271670206
2025-06-15,Data Scientist,Chennai,15.496690616545926,1316784.3846439302
2025-06-16,Data Scientist,Chennai,14.690762189831648,1309546.416290421
2025-06-17,Data Scientist,Chennai,14.636192580402398,1314489.5339270947
2025-06-18,Data Scientist,Chennai,14.390367745065285,1301726.447579319
2025-06-19,Data Scientist,Chennai,14.895901252207393,1296566.3368766895
2025-05-21,Software Developer,Bangalore,10.929084846646765,1311298.6062807417
2025-05-22,Software Developer,Bangalore,11.189913017097515,1317338.238969448
2025-05-23,Software Developer,Bangalore,10.902870219330978,1311010.8073880984
2025-05-24,Software Developer,Bangalore,11.026730597784184,1311073.3407500833
2025-05-25,Software Developer,Bangalore,10.501862142956035,1325915.3808001399
2025-05-26,Software Developer,Bangalore,10.557247803658068,1329102.6172938955
2025-05-27,Software Developer,Bangalore,10.968745136439802,1316039.0741579947
2025-05-28,Software Developer,Bangalore,10.928246828762083,1311185.00037931
2025-05-29,Software Developer,Bangalore,11.189074999212805,1317224.6330680144
2025-05-30,Software Developer,Bangalore,10.90203220144682,1310897.2014866928
2025-05-31,Software Developer,Bangalore,11.025892579899251,1310959.7348486541
2025-06-01,Software Developer,Bangalore,10.5010241250705,1325801.7748987123
2025-06-02,Software Developer,Bangalore,10.556409785772287,1328989.0113924495
2025-06-03,Software Developer,Bangalore,10.96790711855677,1315925.4682565527
2025-06-04,Software Developer,Bangalore,10.92740881087735,1311071.3944778594
2025-06-05,Software Developer,Bangalore,11.188236981328325,1317111.0271665796
2025-06-06,Software Developer,Bangalore,10.90119418356206,1310783.5955852498
2025-06-07,Software Developer,Bangalore,11.025054562015068,1310846.1289472291
2025-06-08,Software Developer,Bangalore,10.500186107186025,1325688.168997289
2025-06-09,Software Developer,Bangalore,10.555571767888829,1328875.4054910108
2025-06-10,Software Developer,Bangalore,10.96706910067167,1315811.862355107
2025-06-11,Software Developer,Bangalore,10.926570792992667,1310957.7885764278
2025-06-12,Software Developer,Bangalore,11.187398963443615,1316997.4212651462
2025-06-13,Software Developer,Bangalore,10.900356165677588,1310669.9896838097
2025-06-14,Software Developer,Bangalore,11.02421654412939,1310732.523045796
2025-06-15,Software Developer,Bangalore,10.499348089302567,1325574.5630958066
2025-06-16,Software Developer,Bangalore,10.55473375000207,1328761.7995896004
2025-06-17,Software Developer,Bangalore,10.966231082786573,1315698.2564536605
2025-06-18,Software Developer,Bangalore,10.925732775108685,1310844.1826749966
2025-06-19,Software Developer,Bangalore,11.186560945559133,1316883.8153637112
2025-05-21,Cybersecurity Engineer,Ahmedabad,9.732907854636341,1368622.661670687
2025-05-22,Cybersecurity Engineer,Ahmedabad,9.719211016524042,1376726.141462366
2025-05-23,Cybersecurity Engineer,Ahmedabad,9.554829305245006,1365288.8846179675
2025-05-24,Cybersecurity Engineer,Ahmedabad,9.458940814658357,1377354.324528829
2025-05-25,Cybersecurity Engineer,Ahmedabad,9.891606211348492,1381113.4252914754
2025-05-26,Cybersecurity Engineer,Ahmedabad,9.234073608350021,1371971.1597844579
2025-05-27,Cybersecurity Engineer,Ahmedabad,9.699827399637766,1373474.802514864
2025-05-28,Cybersecurity Engineer,Ahmedabad,9.727226588000747,1369518.1071007212
2025-05-29,Cybersecurity Engineer,Ahmedabad,9.713529749889002,1377621.5868924018
2025-05-30,Cybersecurity Engineer,Ahmedabad,9.5491480386109,1366184.330048024
2025-05-31,Cybersecurity Engineer,Ahmedabad,9.453259548022276,1378249.769958862
2025-06-01,Cybersecurity Engineer,Ahmedabad,9.88592494471204,1382008.8707214813
2025-06-02,Cybersecurity Engineer,Ahmedabad,9.228392341714224,1372866.6052144475
2025-06-03,Cybersecurity Engineer,Ahmedabad,9.694146133000848,1374370.2479449227
2025-06-04,Cybersecurity Engineer,Ahmedabad,9.721545321364566,1370413.5525307406
2025-06-05,Cybersecurity Engineer,Ahmedabad,9.707848483252395,1378517.0323224291
2025-06-06,Cybersecurity Engineer,Ahmedabad,9.543466771973737,1367079.7754780408
2025-06-07,Cybersecurity Engineer,Ahmedabad,9.447578281387228,1379145.2153889262
2025-06-08,Cybersecurity Engineer,Ahmedabad,9.880243678076004,1382904.316151521
2025-06-09,Cybersecurity Engineer,Ahmedabad,9.222711075077864,1373762.0506444967
2025-06-10,Cybersecurity Engineer,Ahmedabad,9.688464866365777,1375265.6933749411
2025-06-11,Cybersecurity Engineer,Ahmedabad,9.715864054728971,1371308.997960775
2025-06-12,Cybersecurity Engineer,Ahmedabad,9.702167216617353,1379412.4777524653
2025-06-13,Cybersecurity Engineer,Ahmedabad,9.53778550533802,1367975.2209080793
2025-06-14,Cybersecurity Engineer,Ahmedabad,9.441897014750117,1380040.6608189282
2025-06-15,Cybersecurity Engineer,Ahmedabad,9.874562411440602,1383799.7615815664
2025-06-16,Cybersecurity Engineer,Ahmedabad,9.217029808442769,1374657.4960745233
2025-06-17,Cybersecurity Engineer,Ahmedabad,9.682783599730703,1376161.1388049598
2025-06-18,Cybersecurity Engineer,Ahmedabad,9.710182788091995,1372204.4433908155
2025-06-19,Cybersecurity Engineer,Ahmedabad,9.696485949980744,1380307.9231824924
2025-05-21,Software Developer,Hyderabad,10.939140894309501,1347071.8903664239
2025-05-22,Software Developer,Hyderabad,11.160138080990393,1349218.8211476856
2025-05-23,Software Developer,Hyderabad,10.497095814803048,1339600.9218014432
2025-05-24,Software Developer,Hyderabad,11.394935516505585,1324225.2421024144
2025-05-25,Software Developer,Hyderabad,11.310751872226522,1327781.3782843477
2025-05-26,Software Developer,Hyderabad,11.407428024084076,1333707.3721962692
2025-05-27,Software Developer,Hyderabad,10.75819634677377,1331335.1108761246
2025-05-28,Software Developer,Hyderabad,10.937753925693832,1347329.7628991085
2025-05-29,Software Developer,Hyderabad,11.158751112373556,1349476.6936803514
2025-05-30,Software Developer,Hyderabad,10.495708846186577,1339858.794334163
2025-05-31,Software Developer,Hyderabad,11.393548547890674,1324483.1146350894
2025-06-01,Software Developer,Hyderabad,11.30936490361053,1328039.250817041
2025-06-02,Software Developer,Hyderabad,11.40604105546631,1333965.2447289615
2025-06-03,Software Developer,Hyderabad,10.756809378160785,1331592.9834087929
2025-06-04,Software Developer,Hyderabad,10.936366957077222,1347587.6354317372
2025-06-05,Software Developer,Hyderabad,11.157364143758352,1349734.5662130245
2025-06-06,Software Developer,Hyderabad,10.494321877571895,1340116.6668668343
2025-06-07,Software Developer,Hyderabad,11.39216157927573,1324740.9871677472
2025-06-08,Software Developer,Hyderabad,11.307977934995403,1328297.1233497162
2025-06-09,Software Developer,Hyderabad,11.40465408685172,1334223.117261625
2025-06-10,Software Developer,Hyderabad,10.755422409543808,1331850.8559414777
2025-06-11,Software Developer,Hyderabad,10.934979988461551,1347845.5079644218
2025-06-12,Software Developer,Hyderabad,11.155977175141516,1349992.4387456905
2025-06-13,Software Developer,Hyderabad,10.492934908956295,1340374.5393994916
2025-06-14,Software Developer,Hyderabad,11.39077461066085,1324998.8597004402
2025-06-15,Software Developer,Hyderabad,11.30659096637995,1328554.9958823635
2025-06-16,Software Developer,Hyderabad,11.40326711823635,1334480.9897943162
2025-06-17,Software Developer,Hyderabad,10.75403544092683,1332108.7284741628
2025-06-18,Software Developer,Hyderabad,10.933593019847892,1348103.380497106
2025-06-19,Software Developer,Hyderabad,11.154590206526311,1350250.3112783637
2025-05-21,Cybersecurity Engineer,Gurgaon,9.879668945616782,1303398.1319414838
2025-05-22,Cybersecurity Engineer,Gurgaon,10.482362593298458,1307983.4351599365
2025-05-23,Cybersecurity Engineer,Gurgaon,10.74260883995837,1313113.2295815465
2025-05-24,Cybersecurity Engineer,Gurgaon,10.646708534937037,1297679.0200198886
2025-05-25,Cybersecurity Engineer,Gurgaon,10.793948399117294,1305039.4759017276
2025-05-26,Cybersecurity Engineer,Gurgaon,11.382948544110457,1305737.9443840433
2025-05-27,Cybersecurity Engineer,Gurgaon,11.150073336116597,1309834.3093556622
2025-05-28,Cybersecurity Engineer,Gurgaon,9.889851065644153,1303122.799225191
2025-05-29,Cybersecurity Engineer,Gurgaon,10.492544713327048,1307708.1024436625
2025-05-30,Cybersecurity Engineer,Gurgaon,10.752790959986912,1312837.8968652915
2025-05-31,Cybersecurity Engineer,Gurgaon,10.656890654964274,1297403.687303581
2025-06-01,Cybersecurity Engineer,Gurgaon,10.804130519144598,1304764.143185435
2025-06-02,Cybersecurity Engineer,Gurgaon,11.393130664137136,1305462.6116677655
2025-06-03,Cybersecurity Engineer,Gurgaon,11.160255456144322,1309558.9766393278
2025-06-04,Cybersecurity Engineer,Gurgaon,9.900033185673294,1302847.4665088945
2025-06-05,Cybersecurity Engineer,Gurgaon,10.502726833355236,1307432.7697273612
2025-06-06,Cybersecurity Engineer,Gurgaon,10.762973080014026,1312562.5641489713
2025-06-07,Cybersecurity Engineer,Gurgaon,10.667072774992654,1297128.3545872828
2025-06-08,Cybersecurity Engineer,Gurgaon,10.81431263917311,1304488.8104691394
2025-06-09,Cybersecurity Engineer,Gurgaon,11.403312784165877,1305187.2789514577
2025-06-10,Cybersecurity Engineer,Gurgaon,11.170437576170743,1309283.643923042
2025-06-11,Cybersecurity Engineer,Gurgaon,9.910215305700662,1302572.1337926018
2025-06-12,Cybersecurity Engineer,Gurgaon,10.512908953383826,1307157.437011087
2025-06-13,Cybersecurity Engineer,Gurgaon,10.773155200041996,1312287.2314326714
2025-06-14,Cybersecurity Engineer,Gurgaon,10.677254895018745,1296853.0218709654
2025-06-15,Cybersecurity Engineer,Gurgaon,10.82449475919879,1304213.4777528157
2025-06-16,Cybersecurity Engineer,Gurgaon,11.413494904191333,1304911.9462351594
2025-06-17,Cybersecurity Engineer,Gurgaon,11.180619696197164,1309008.3112067562
2025-06-18,Cybersecurity Engineer,Gurgaon,9.920397425728176,1302296.8010762802
2025-06-19,Cybersecurity Engineer,Gurgaon,10.523091073412019,1306882.104294786
2025-05-21,Data Scientist,Pune,13.634323953179013,1297472.4028475594
2025-05-22,Data Scientist,Pune,13.447577498658655,1284165.2490043684
2025-05-23,Data Scientist,Pune,13.865670890475537,1312638.1267850073
2025-05-24,Data Scientist,Pune,12.845608368864388,1292784.800169214
2025-05-25,Data Scientist,Pune,13.727973896405354,1292298.778472937
2025-05-26,Data Scientist,Pune,13.191755618760869,1282640.157870881
2025-05-27,Data Scientist,Pune,13.488869854723552,1302268.1577573621
2025-05-28,Data Scientist,Pune,13.624697328403965,1296757.1842547215
2025-05-29,Data Scientist,Pune,13.437950873884569,1283450.0304115687
2025-05-30,Data Scientist,Pune,13.856044265702343,1311922.9081921547
2025-05-31,Data Scientist,Pune,12.835981744088446,1292069.5815763602
2025-06-01,Data Scientist,Pune,13.718347271630591,1291583.5598801118
2025-06-02,Data Scientist,Pune,13.182128993987828,1281924.9392781178
2025-06-03,Data Scientist,Pune,13.479243229944073,1301552.9391644401
2025-06-04,Data Scientist,Pune,13.615070703627936,1296041.9656619339
2025-06-05,Data Scientist,Pune,13.428324249108133,1282734.8118187198
2025-06-06,Data Scientist,Pune,13.846417640925196,1311207.6895993014
2025-06-07,Data Scientist,Pune,12.826355119312513,1291354.3629835013
2025-06-08,Data Scientist,Pune,13.708720646854534,1290868.3412872527
2025-06-09,Data Scientist,Pune,13.172502369210113,1281209.720685243
2025-06-10,Data Scientist,Pune,13.469616605170437,1300837.7205716514
2025-06-11,Data Scientist,Pune,13.605444078852885,1295326.7470690962
2025-06-12,Data Scientist,Pune,13.418697624334047,1282019.59322592
2025-06-13,Data Scientist,Pune,13.836791016149357,1310492.4710064724
2025-06-14,Data Scientist,Pune,12.816728494536566,1290639.144390653
2025-06-15,Data Scientist,Pune,13.69909402207775,1290153.1226944383
2025-06-16,Data Scientist,Pune,13.162875744437164,1280494.5020924166
2025-06-17,Data Scientist,Pune,13.4599899803968,1300122.5019788626
2025-06-18,Data Scientist,Pune,13.595817454074911,1294611.5284761942
2025-06-19,Data Scientist,Pune,13.409070999557612,1281304.3746330712
2025-05-21,Data Scientist,Noida,13.503851764919894,1329405.0963363503
2025-05-22,Data Scientist,Noida,13.408438656831112,1326151.6004706223
2025-05-23,Data Scientist,Noida,13.545840944053886,1327994.560853689
2025-05-24,Data Scientist,Noida,14.409099959554807,1318700.2177608903
2025-05-25,Data Scientist,Noida,13.54977938460415,1335062.9696331818
2025-05-26,Data Scientist,Noida,14.248706177621964,1337337.775716216
2025-05-27,Data Scientist,Noida,13.20831597732259,1314985.8042523123
